"V1" "V2"
"11461" "Ocythoe tuberculata" "Thunnus alalunga"
"11462" "Ommastrephidae" "Thunnus alalunga"
"11463" "Onychoteuthis banksi" "Thunnus alalunga"
"11464" "Paralepis affinis" "Thunnus alalunga"
"11465" "Peprilus triacanthus" "Thunnus alalunga"
"11466" "Pholidoteuthis sp" "Thunnus alalunga"
"11467" "Pseudopleuronectes americanus" "Thunnus alalunga"
"11468" "Raja naevus" "Thunnus alalunga"
"11469" "Raja sp." "Thunnus alalunga"
"11470" "Rockling" "Thunnus alalunga"
"11471" "Sardina pilchardus" "Thunnus alalunga"
"11472" "Scaldfish" "Thunnus alalunga"
"11473" "Scomber scombrus" "Thunnus alalunga"
"11474" "Scomber scrombus" "Thunnus alalunga"
"11475" "Scomberesox saurus" "Thunnus alalunga"
"11476" "Scyliorhinus canicula" "Thunnus alalunga"
"11477" "Scyliorhinus caniculata" "Thunnus alalunga"
"11478" "Serranus hepatus" "Thunnus alalunga"
"11479" "Spicara flexuosa" "Thunnus alalunga"
"11480" "Sprattus sprattus" "Thunnus alalunga"
"11481" "squid unidentified" "Thunnus alalunga"
"11482" "Symbolophorus veranyi" "Thunnus alalunga"
"11483" "teleosts/molluscs/crustaceans" "Thunnus alalunga"
"11484" "Todarodes sagittatus" "Thunnus alalunga"
"11485" "Trachurus sp." "Thunnus alalunga"
"11486" "Trachurus trachurus" "Thunnus alalunga"
"11487" "Trigla lyra" "Thunnus alalunga"
"11488" "Trisopterus esmarkii" "Thunnus alalunga"
"11489" "Trisopterus luscus" "Thunnus alalunga"
"11490" "Trisopterus minutus" "Thunnus alalunga"
"11491" "Trisopterus sp." "Thunnus alalunga"
"11492" "unidentified invertebrate" "Thunnus alalunga"
"11493" "unidentified squid" "Thunnus alalunga"
"11494" "Arnoglossus imperialis" "Thunnus alalunga"
"11495" "Aspitrigla cuculus" "Thunnus alalunga"
"11496" "Clupea harengus" "Thunnus alalunga"
"11497" "Clupea pallasii" "Thunnus alalunga"
"11498" "Cynoscion regalis" "Thunnus alalunga"
"11499" "Eutrigla gurnardus" "Thunnus alalunga"
"11500" "Galeorhinus galeus" "Thunnus alalunga"
"11501" "Hemitripterus americanus" "Thunnus alalunga"
"11502" "Hypomesus pretiosus" "Thunnus alalunga"
"11503" "Lepidorhombus boscii" "Thunnus alalunga"
"11504" "Lepidorhombus whiffiagonis" "Thunnus alalunga"
"11505" "Loligo pealeii" "Thunnus alalunga"
"11506" "Lophius budegassa" "Thunnus alalunga"
"11507" "Melanogrammus aeglefinus" "Thunnus alalunga"
"11508" "Merlangius merlangus" "Thunnus alalunga"
"11509" "Merluccius bilinearis" "Thunnus alalunga"
"11510" "Merluccius merluccius" "Thunnus alalunga"
"11511" "Micromesistius poutassou" "Thunnus alalunga"
"11512" "Myoxocephalus octodecimspinosus" "Thunnus alalunga"
"11513" "Oncorhynchus keta" "Thunnus alalunga"
"11514" "Oncorhynchus nerka" "Thunnus alalunga"
"11515" "Paralichthys dentatus" "Thunnus alalunga"
"11516" "Paralichthys oblongus" "Thunnus alalunga"
"11517" "Pomatomus saltatrix" "Thunnus alalunga"
"11518" "Raja erinacea" "Thunnus alalunga"
"11519" "Raja undulata" "Thunnus alalunga"
"11520" "Rhizoprionodon terraenovae" "Thunnus alalunga"
"11521" "Scomber scombrus" "Thunnus alalunga"
"11522" "Scophthalmus aquosus" "Thunnus alalunga"
"11523" "Scyliorhinus canicula" "Thunnus alalunga"
"11524" "Thaleichthys pacificus" "Thunnus alalunga"
"11525" "Trachurus trachurus" "Thunnus alalunga"
"11526" "Trisopterus luscus" "Thunnus alalunga"
"11527" "Trisopterus minutus" "Thunnus alalunga"
"11528" "Urophycis regia" "Thunnus alalunga"
"11529" "Urophycis tenuis" "Thunnus alalunga"
"11530" "Urophysis chuss" "Thunnus alalunga"
"11531" "Zeus faber" "Thunnus alalunga"
"11532" "Ancistroteuthis lichtensteini" "Thunnus albacares"
"11533" "Argentina sphyraena" "Thunnus albacares"
"11534" "Belone belone" "Thunnus albacares"
"11535" "Brama brama" "Thunnus albacares"
"11536" "Brevoortia sp." "Thunnus albacares"
"11537" "Cepola macrophthalma" "Thunnus albacares"
"11538" "Chiroteuthis sp" "Thunnus albacares"
"11539" "Clupea harengus" "Thunnus albacares"
"11540" "Cubiceps gracilis" "Thunnus albacares"
"11541" "fish unidentified" "Thunnus albacares"
"11542" "Gadus morhua" "Thunnus albacares"
"11543" "Galiteuthis armata" "Thunnus albacares"
"11544" "Gonatus steenstrupi" "Thunnus albacares"
"11545" "Haliphron atlanticus" "Thunnus albacares"
"11546" "Hippoglossina oblonga" "Thunnus albacares"
"11547" "Histioteuthis bonnellii" "Thunnus albacares"
"11548" "Histioteuthis reversa" "Thunnus albacares"
"11549" "Lepidorhombus whiffiagonis" "Thunnus albacares"
"11550" "Limanda limanda" "Thunnus albacares"
"11551" "Merlangius merlangus" "Thunnus albacares"
"11552" "Merluccius merluccius" "Thunnus albacares"
"11553" "Microstomus kitt" "Thunnus albacares"
"11554" "Ocythoe tuberculata" "Thunnus albacares"
"11555" "Ommastrephes bartrami" "Thunnus albacares"
"11556" "Ommastrephidae" "Thunnus albacares"
"11557" "Onychoteuthis banksi" "Thunnus albacares"
"11558" "Paralepis affinis" "Thunnus albacares"
"11559" "Pholidoteuthis sp" "Thunnus albacares"
"11560" "Pomatomus saltatrix" "Thunnus albacares"
"11561" "Pseudopleuronectes americanus" "Thunnus albacares"
"11562" "Raja naevus" "Thunnus albacares"
"11563" "Raja sp." "Thunnus albacares"
"11564" "Sardina pilchardus" "Thunnus albacares"
"11565" "Scomber scombrus" "Thunnus albacares"
"11566" "Scomber scrombus" "Thunnus albacares"
"11567" "Scyliorhinus caniculata" "Thunnus albacares"
"11568" "Spicara flexuosa" "Thunnus albacares"
"11569" "Todarodes sagittatus" "Thunnus albacares"
"11570" "Trachipteridae" "Thunnus albacares"
"11571" "Trachurus sp." "Thunnus albacares"
"11572" "Trachurus trachurus" "Thunnus albacares"
"11573" "Trigla lyra" "Thunnus albacares"
"11574" "Trisopterus luscus" "Thunnus albacares"
"11575" "Trisopterus sp." "Thunnus albacares"
"11576" "Aspitrigla cuculus" "Thunnus albacares"
"11577" "Carcharhinus brevipinna" "Thunnus albacares"
"11578" "Carcharhinus isodon" "Thunnus albacares"
"11579" "Carcharhinus limbatus" "Thunnus albacares"
"11580" "Clupea harengus" "Thunnus albacares"
"11581" "Cynoscion regalis" "Thunnus albacares"
"11582" "Eutrigla gurnardus" "Thunnus albacares"
"11583" "Gadus morhua" "Thunnus albacares"
"11584" "Galeorhinus galeus" "Thunnus albacares"
"11585" "Hemitripterus americanus" "Thunnus albacares"
"11586" "Lepidorhombus boscii" "Thunnus albacares"
"11587" "Lepidorhombus whiffiagonis" "Thunnus albacares"
"11588" "Leucoraja  fullonica" "Thunnus albacares"
"11589" "Loligo pealeii" "Thunnus albacares"
"11590" "Lophius americanus" "Thunnus albacares"
"11591" "Lophius budegassa" "Thunnus albacares"
"11592" "Lophius piscatorius" "Thunnus albacares"
"11593" "Melanogrammus aeglefinus" "Thunnus albacares"
"11594" "Merlangius merlangus" "Thunnus albacares"
"11595" "Merluccius bilinearis" "Thunnus albacares"
"11596" "Merluccius merluccius" "Thunnus albacares"
"11597" "Micromesistius poutassou" "Thunnus albacares"
"11598" "Molva molva" "Thunnus albacares"
"11599" "Mustelus canis" "Thunnus albacares"
"11600" "Myoxocephalus octodecimspinosus" "Thunnus albacares"
"11601" "Oncorhynchus nerka" "Thunnus albacares"
"11602" "Paralichthys dentatus" "Thunnus albacares"
"11603" "Paralichthys oblongus" "Thunnus albacares"
"11604" "Pollachius pollachius" "Thunnus albacares"
"11605" "Pollachius virens" "Thunnus albacares"
"11606" "Pomatomus saltatrix" "Thunnus albacares"
"11607" "Raja clavata" "Thunnus albacares"
"11608" "Raja erinacea" "Thunnus albacares"
"11609" "Raja montagui" "Thunnus albacares"
"11610" "Raja naevus" "Thunnus albacares"
"11611" "Raja ocellata" "Thunnus albacares"
"11612" "Raja undulata" "Thunnus albacares"
"11613" "Rhizoprionodon terraenovae" "Thunnus albacares"
"11614" "Scomber scombrus" "Thunnus albacares"
"11615" "Scophthalmus aquosus" "Thunnus albacares"
"11616" "Scyliorhinus canicula" "Thunnus albacares"
"11617" "Squalus acanthias" "Thunnus albacares"
"11618" "Thunnus alalunga" "Thunnus albacares"
"11619" "Thunnus obesus" "Thunnus albacares"
"11620" "Trachurus trachurus" "Thunnus albacares"
"11621" "Trisopterus luscus" "Thunnus albacares"
"11622" "Trisopterus minutus" "Thunnus albacares"
"11623" "Urophycis regia" "Thunnus albacares"
"11624" "Urophycis tenuis" "Thunnus albacares"
"11625" "Urophysis chuss" "Thunnus albacares"
"11626" "Zeus faber" "Thunnus albacares"
"11627" "Ancistroteuthis lichtensteini" "Thunnus obesus"
"11628" "Argentina sphyraena" "Thunnus obesus"
"11629" "Belone belone" "Thunnus obesus"
"11630" "Brama brama" "Thunnus obesus"
"11631" "Brevoortia sp." "Thunnus obesus"
"11632" "Callionymus lyra" "Thunnus obesus"
"11633" "Cepola macrophthalma" "Thunnus obesus"
"11634" "Chiroteuthis sp" "Thunnus obesus"
"11635" "Clupea harengus" "Thunnus obesus"
"11636" "Cubiceps gracilis" "Thunnus obesus"
"11637" "Engraulis encrassicolus" "Thunnus obesus"
"11638" "fish" "Thunnus obesus"
"11639" "fish unidentified" "Thunnus obesus"
"11640" "flatfish" "Thunnus obesus"
"11641" "Gadus morhua" "Thunnus obesus"
"11642" "Galiteuthis armata" "Thunnus obesus"
"11643" "Gonatus steenstrupi" "Thunnus obesus"
"11644" "Gurnard" "Thunnus obesus"
"11645" "Haliphron atlanticus" "Thunnus obesus"
"11646" "Hippoglossina oblonga" "Thunnus obesus"
"11647" "Hippoglossoides platessoides" "Thunnus obesus"
"11648" "Histioteuthis bonnellii" "Thunnus obesus"
"11649" "Histioteuthis reversa" "Thunnus obesus"
"11650" "Lepidorhombus whiffiagonis" "Thunnus obesus"
"11651" "Limanda limanda" "Thunnus obesus"
"11652" "Mastigoteuthis sp" "Thunnus obesus"
"11653" "Merlangius merlangus" "Thunnus obesus"
"11654" "Merluccius merluccius" "Thunnus obesus"
"11655" "Microchirus variegatus" "Thunnus obesus"
"11656" "Micromesistius potassou" "Thunnus obesus"
"11657" "Microstomus kitt" "Thunnus obesus"
"11658" "Notoscopelus kroeyeri" "Thunnus obesus"
"11659" "Ocythoe tuberculata" "Thunnus obesus"
"11660" "Ommastrephes bartrami" "Thunnus obesus"
"11661" "Ommastrephidae" "Thunnus obesus"
"11662" "Onychoteuthis banksi" "Thunnus obesus"
"11663" "Paralepis affinis" "Thunnus obesus"
"11664" "Peprilus triacanthus" "Thunnus obesus"
"11665" "Pholidoteuthis sp" "Thunnus obesus"
"11666" "Pomatomus saltatrix" "Thunnus obesus"
"11667" "Pseudopleuronectes americanus" "Thunnus obesus"
"11668" "Raja naevus" "Thunnus obesus"
"11669" "Raja sp." "Thunnus obesus"
"11670" "Sardina pilchardus" "Thunnus obesus"
"11671" "Scomber scombrus" "Thunnus obesus"
"11672" "Scomber scrombus" "Thunnus obesus"
"11673" "Scomberesox saurus" "Thunnus obesus"
"11674" "Scyliorhinus caniculata" "Thunnus obesus"
"11675" "Spicara flexuosa" "Thunnus obesus"
"11676" "squid unidentified" "Thunnus obesus"
"11677" "teleosts/molluscs/crustaceans" "Thunnus obesus"
"11678" "Todarodes sagittatus" "Thunnus obesus"
"11679" "Trachipteridae" "Thunnus obesus"
"11680" "Trachurus sp." "Thunnus obesus"
"11681" "Trachurus trachurus" "Thunnus obesus"
"11682" "Trigla lyra" "Thunnus obesus"
"11683" "Trisopterus esmarkii" "Thunnus obesus"
"11684" "Trisopterus luscus" "Thunnus obesus"
"11685" "Trisopterus minutus" "Thunnus obesus"
"11686" "Trisopterus sp." "Thunnus obesus"
"11687" "unidentified invertebrate" "Thunnus obesus"
"11688" "Arnoglossus imperialis" "Thunnus obesus"
"11689" "Aspitrigla cuculus" "Thunnus obesus"
"11690" "Carcharhinus brevipinna" "Thunnus obesus"
"11691" "Carcharhinus isodon" "Thunnus obesus"
"11692" "Carcharhinus limbatus" "Thunnus obesus"
"11693" "Clupea harengus" "Thunnus obesus"
"11694" "Clupea pallasii" "Thunnus obesus"
"11695" "Cynoscion regalis" "Thunnus obesus"
"11696" "Eutrigla gurnardus" "Thunnus obesus"
"11697" "Gadus morhua" "Thunnus obesus"
"11698" "Galeorhinus galeus" "Thunnus obesus"
"11699" "Hemitripterus americanus" "Thunnus obesus"
"11700" "Hypomesus pretiosus" "Thunnus obesus"
"11701" "Lepidorhombus boscii" "Thunnus obesus"
"11702" "Lepidorhombus whiffiagonis" "Thunnus obesus"
"11703" "Leucoraja  fullonica" "Thunnus obesus"
"11704" "Loligo pealeii" "Thunnus obesus"
"11705" "Lophius americanus" "Thunnus obesus"
"11706" "Lophius budegassa" "Thunnus obesus"
"11707" "Lophius piscatorius" "Thunnus obesus"
"11708" "Melanogrammus aeglefinus" "Thunnus obesus"
"11709" "Merlangius merlangus" "Thunnus obesus"
"11710" "Merluccius bilinearis" "Thunnus obesus"
"11711" "Merluccius merluccius" "Thunnus obesus"
"11712" "Micromesistius poutassou" "Thunnus obesus"
"11713" "Molva molva" "Thunnus obesus"
"11714" "Mustelus canis" "Thunnus obesus"
"11715" "Myoxocephalus octodecimspinosus" "Thunnus obesus"
"11716" "Oncorhynchus nerka" "Thunnus obesus"
"11717" "Paralichthys dentatus" "Thunnus obesus"
"11718" "Paralichthys oblongus" "Thunnus obesus"
"11719" "Pollachius pollachius" "Thunnus obesus"
"11720" "Pollachius virens" "Thunnus obesus"
"11721" "Pomatomus saltatrix" "Thunnus obesus"
"11722" "Raja clavata" "Thunnus obesus"
"11723" "Raja erinacea" "Thunnus obesus"
"11724" "Raja montagui" "Thunnus obesus"
"11725" "Raja naevus" "Thunnus obesus"
"11726" "Raja ocellata" "Thunnus obesus"
"11727" "Raja undulata" "Thunnus obesus"
"11728" "Rhizoprionodon terraenovae" "Thunnus obesus"
"11729" "Scomber scombrus" "Thunnus obesus"
"11730" "Scophthalmus aquosus" "Thunnus obesus"
"11731" "Scyliorhinus canicula" "Thunnus obesus"
"11732" "Squalus acanthias" "Thunnus obesus"
"11733" "Thaleichthys pacificus" "Thunnus obesus"
"11734" "Thunnus alalunga" "Thunnus obesus"
"11735" "Trachurus trachurus" "Thunnus obesus"
"11736" "Trisopterus luscus" "Thunnus obesus"
"11737" "Trisopterus minutus" "Thunnus obesus"
"11738" "Urophycis regia" "Thunnus obesus"
"11739" "Urophycis tenuis" "Thunnus obesus"
"11740" "Urophysis chuss" "Thunnus obesus"
"11741" "Zeus faber" "Thunnus obesus"
"11742" "Belone belone" "Thunnus thynnus"
"11743" "Brama brama" "Thunnus thynnus"
"11744" "Gadus morhua" "Thunnus thynnus"
"11745" "Histioteuthis bonnellii" "Thunnus thynnus"
"11746" "Ommastrephes bartrami" "Thunnus thynnus"
"11747" "Pholidoteuthis sp" "Thunnus thynnus"
"11748" "Pomatomus saltatrix" "Thunnus thynnus"
"11749" "Scyliorhinus caniculata" "Thunnus thynnus"
"11750" "Todarodes sagittatus" "Thunnus thynnus"
"11751" "Trachipteridae" "Thunnus thynnus"
"11752" "Carcharhinus brevipinna" "Thunnus thynnus"
"11753" "Carcharhinus isodon" "Thunnus thynnus"
"11754" "Carcharhinus limbatus" "Thunnus thynnus"
"11755" "Cynoscion regalis" "Thunnus thynnus"
"11756" "Gadus morhua" "Thunnus thynnus"
"11757" "Galeorhinus galeus" "Thunnus thynnus"
"11758" "Hemitripterus americanus" "Thunnus thynnus"
"11759" "Lepidorhombus boscii" "Thunnus thynnus"
"11760" "Lepidorhombus whiffiagonis" "Thunnus thynnus"
"11761" "Leucoraja  fullonica" "Thunnus thynnus"
"11762" "Lophius americanus" "Thunnus thynnus"
"11763" "Lophius budegassa" "Thunnus thynnus"
"11764" "Lophius piscatorius" "Thunnus thynnus"
"11765" "Melanogrammus aeglefinus" "Thunnus thynnus"
"11766" "Merlangius merlangus" "Thunnus thynnus"
"11767" "Merluccius merluccius" "Thunnus thynnus"
"11768" "Molva molva" "Thunnus thynnus"
"11769" "Mustelus canis" "Thunnus thynnus"
"11770" "Pollachius pollachius" "Thunnus thynnus"
"11771" "Pollachius virens" "Thunnus thynnus"
"11772" "Pomatomus saltatrix" "Thunnus thynnus"
"11773" "Raja clavata" "Thunnus thynnus"
"11774" "Raja erinacea" "Thunnus thynnus"
"11775" "Raja montagui" "Thunnus thynnus"
"11776" "Raja naevus" "Thunnus thynnus"
"11777" "Raja ocellata" "Thunnus thynnus"
"11778" "Raja undulata" "Thunnus thynnus"
"11779" "Rhizoprionodon terraenovae" "Thunnus thynnus"
"11780" "Scyliorhinus canicula" "Thunnus thynnus"
"11781" "Squalus acanthias" "Thunnus thynnus"
"11782" "Thunnus alalunga" "Thunnus thynnus"
"11783" "Thunnus albacares" "Thunnus thynnus"
"11784" "Thunnus obesus" "Thunnus thynnus"
"11785" "Thunnus thynnus" "Thunnus thynnus"
"11786" "Torpedo nobiliana" "Thunnus thynnus"
"11787" "Trisopterus luscus" "Thunnus thynnus"
"11788" "Urophycis tenuis" "Thunnus thynnus"
"11789" "Urophysis chuss" "Thunnus thynnus"
"11790" "Xiphias gladius" "Thunnus thynnus"
"11791" "Ancistroteuthis lichtensteini" "Torpedo nobiliana"
"11792" "Argentina sphyraena" "Torpedo nobiliana"
"11793" "Belone belone" "Torpedo nobiliana"
"11794" "Brama brama" "Torpedo nobiliana"
"11795" "Brevoortia sp." "Torpedo nobiliana"
"11796" "Cepola macrophthalma" "Torpedo nobiliana"
"11797" "Chiroteuthis sp" "Torpedo nobiliana"
"11798" "Clupea harengus" "Torpedo nobiliana"
"11799" "Cubiceps gracilis" "Torpedo nobiliana"
"11800" "Engraulis encrassicolus" "Torpedo nobiliana"
"11801" "fish unidentified" "Torpedo nobiliana"
"11802" "Gadus morhua" "Torpedo nobiliana"
"11803" "Galiteuthis armata" "Torpedo nobiliana"
"11804" "Gonatus steenstrupi" "Torpedo nobiliana"
"11805" "Haliphron atlanticus" "Torpedo nobiliana"
"11806" "Hippoglossina oblonga" "Torpedo nobiliana"
"11807" "Histioteuthis bonnellii" "Torpedo nobiliana"
"11808" "Histioteuthis reversa" "Torpedo nobiliana"
"11809" "Lepidorhombus whiffiagonis" "Torpedo nobiliana"
"11810" "Limanda limanda" "Torpedo nobiliana"
"11811" "Mastigoteuthis sp" "Torpedo nobiliana"
"11812" "Merlangius merlangus" "Torpedo nobiliana"
"11813" "Merluccius merluccius" "Torpedo nobiliana"
"11814" "Microstomus kitt" "Torpedo nobiliana"
"11815" "Ocythoe tuberculata" "Torpedo nobiliana"
"11816" "Ommastrephes bartrami" "Torpedo nobiliana"
"11817" "Ommastrephidae" "Torpedo nobiliana"
"11818" "Onychoteuthis banksi" "Torpedo nobiliana"
"11819" "Paralepis affinis" "Torpedo nobiliana"
"11820" "Pholidoteuthis sp" "Torpedo nobiliana"
"11821" "Pomatomus saltatrix" "Torpedo nobiliana"
"11822" "Pseudopleuronectes americanus" "Torpedo nobiliana"
"11823" "Raja naevus" "Torpedo nobiliana"
"11824" "Raja sp." "Torpedo nobiliana"
"11825" "Sardina pilchardus" "Torpedo nobiliana"
"11826" "Scomber scombrus" "Torpedo nobiliana"
"11827" "Scomber scrombus" "Torpedo nobiliana"
"11828" "Scyliorhinus caniculata" "Torpedo nobiliana"
"11829" "Spicara flexuosa" "Torpedo nobiliana"
"11830" "Todarodes sagittatus" "Torpedo nobiliana"
"11831" "Trachipteridae" "Torpedo nobiliana"
"11832" "Trachurus sp." "Torpedo nobiliana"
"11833" "Trachurus trachurus" "Torpedo nobiliana"
"11834" "Trigla lyra" "Torpedo nobiliana"
"11835" "Trisopterus luscus" "Torpedo nobiliana"
"11836" "Trisopterus minutus" "Torpedo nobiliana"
"11837" "Trisopterus sp." "Torpedo nobiliana"
"11838" "Aspitrigla cuculus" "Torpedo nobiliana"
"11839" "Carcharhinus brevipinna" "Torpedo nobiliana"
"11840" "Carcharhinus isodon" "Torpedo nobiliana"
"11841" "Carcharhinus limbatus" "Torpedo nobiliana"
"11842" "Clupea harengus" "Torpedo nobiliana"
"11843" "Cynoscion regalis" "Torpedo nobiliana"
"11844" "Eutrigla gurnardus" "Torpedo nobiliana"
"11845" "Gadus morhua" "Torpedo nobiliana"
"11846" "Galeorhinus galeus" "Torpedo nobiliana"
"11847" "Hemitripterus americanus" "Torpedo nobiliana"
"11848" "Lepidorhombus boscii" "Torpedo nobiliana"
"11849" "Lepidorhombus whiffiagonis" "Torpedo nobiliana"
"11850" "Leucoraja  fullonica" "Torpedo nobiliana"
"11851" "Loligo pealeii" "Torpedo nobiliana"
"11852" "Lophius americanus" "Torpedo nobiliana"
"11853" "Lophius budegassa" "Torpedo nobiliana"
"11854" "Lophius piscatorius" "Torpedo nobiliana"
"11855" "Melanogrammus aeglefinus" "Torpedo nobiliana"
"11856" "Merlangius merlangus" "Torpedo nobiliana"
"11857" "Merluccius bilinearis" "Torpedo nobiliana"
"11858" "Merluccius merluccius" "Torpedo nobiliana"
"11859" "Micromesistius poutassou" "Torpedo nobiliana"
"11860" "Molva molva" "Torpedo nobiliana"
"11861" "Mustelus canis" "Torpedo nobiliana"
"11862" "Myoxocephalus octodecimspinosus" "Torpedo nobiliana"
"11863" "Oncorhynchus nerka" "Torpedo nobiliana"
"11864" "Paralichthys dentatus" "Torpedo nobiliana"
"11865" "Paralichthys oblongus" "Torpedo nobiliana"
"11866" "Pollachius pollachius" "Torpedo nobiliana"
"11867" "Pollachius virens" "Torpedo nobiliana"
"11868" "Pomatomus saltatrix" "Torpedo nobiliana"
"11869" "Raja clavata" "Torpedo nobiliana"
"11870" "Raja erinacea" "Torpedo nobiliana"
"11871" "Raja montagui" "Torpedo nobiliana"
"11872" "Raja naevus" "Torpedo nobiliana"
"11873" "Raja ocellata" "Torpedo nobiliana"
"11874" "Raja undulata" "Torpedo nobiliana"
"11875" "Rhizoprionodon terraenovae" "Torpedo nobiliana"
"11876" "Scomber scombrus" "Torpedo nobiliana"
"11877" "Scophthalmus aquosus" "Torpedo nobiliana"
"11878" "Scyliorhinus canicula" "Torpedo nobiliana"
"11879" "Squalus acanthias" "Torpedo nobiliana"
"11880" "Thaleichthys pacificus" "Torpedo nobiliana"
"11881" "Thunnus alalunga" "Torpedo nobiliana"
"11882" "Thunnus obesus" "Torpedo nobiliana"
"11883" "Trachurus trachurus" "Torpedo nobiliana"
"11884" "Trisopterus luscus" "Torpedo nobiliana"
"11885" "Trisopterus minutus" "Torpedo nobiliana"
"11886" "Urophycis regia" "Torpedo nobiliana"
"11887" "Urophycis tenuis" "Torpedo nobiliana"
"11888" "Urophysis chuss" "Torpedo nobiliana"
"11889" "Zeus faber" "Torpedo nobiliana"
"11890" "Agonus cataphractus" "Trachurus trachurus"
"11891" "amphipod" "Trachurus trachurus"
"11892" "Arctozenus risso" "Trachurus trachurus"
"11893" "Benthosema glaciale" "Trachurus trachurus"
"11894" "Bivalve" "Trachurus trachurus"
"11895" "Callionymus maculatus" "Trachurus trachurus"
"11896" "Calliopius sp." "Trachurus trachurus"
"11897" "Capros aper" "Trachurus trachurus"
"11898" "Ceratoscopelus maderensis" "Trachurus trachurus"
"11899" "Chaetognatha" "Trachurus trachurus"
"11900" "Copepod copepodite" "Trachurus trachurus"
"11901" "copepod nauplius" "Trachurus trachurus"
"11902" "crustacean larva" "Trachurus trachurus"
"11903" "Deltentosteus quadrimaculatus" "Trachurus trachurus"
"11904" "E.superba furcilia" "Trachurus trachurus"
"11905" "Euphausa superba" "Trachurus trachurus"
"11906" "euphausia" "Trachurus trachurus"
"11907" "Euphausid furcilia" "Trachurus trachurus"
"11908" "fish larvae" "Trachurus trachurus"
"11909" "Gadiculus argenteus" "Trachurus trachurus"
"11910" "Gadiculus sp." "Trachurus trachurus"
"11911" "Gaidropsarus sp." "Trachurus trachurus"
"11912" "gastropod" "Trachurus trachurus"
"11913" "Glyptocephalus cynoglossus" "Trachurus trachurus"
"11914" "Goby" "Trachurus trachurus"
"11915" "Gonostomatidae sp." "Trachurus trachurus"
"11916" "Hatchet fish" "Trachurus trachurus"
"11917" "Hyperidae" "Trachurus trachurus"
"11918" "Insects" "Trachurus trachurus"
"11919" "Lepidotrigla cavillone" "Trachurus trachurus"
"11920" "Lobianchia gemellari" "Trachurus trachurus"
"11921" "Loligo pealei or Illex illecebrosus" "Trachurus trachurus"
"11922" "Maurolicus muelleri" "Trachurus trachurus"
"11923" "Meganyctiphanes norvegica" "Trachurus trachurus"
"11924" "Myctophid" "Trachurus trachurus"
"11925" "Mysidacea" "Trachurus trachurus"
"11926" "Notothenia gibberifrons" "Trachurus trachurus"
"11927" "Notothenia neglecta" "Trachurus trachurus"
"11928" "Nototheniops larseni" "Trachurus trachurus"
"11929" "Ophidion elongatus" "Trachurus trachurus"
"11930" "Paralepididae sp" "Trachurus trachurus"
"11931" "Parathemisto gaudichaudi" "Trachurus trachurus"
"11932" "Pleuragramma antarcticum" "Trachurus trachurus"
"11933" "Rockling" "Trachurus trachurus"
"11934" "Scyliorhinus canicula" "Trachurus trachurus"
"11935" "Sepiolidae" "Trachurus trachurus"
"11936" "silversides, anchovies and 'other fish prey'" "Trachurus trachurus"
"11937" "Themisto pacifica" "Trachurus trachurus"
"11938" "Thysanoessa macrura" "Trachurus trachurus"
"11939" "Thysanoessa raschii" "Trachurus trachurus"
"11940" "Ammodytes hexapterus" "Trachurus trachurus"
"11941" "Anarhichas lupus" "Trachurus trachurus"
"11942" "Anarhichas minor" "Trachurus trachurus"
"11943" "Chionodraco rastrospinosus" "Trachurus trachurus"
"11944" "Dicentrarchus labrax" "Trachurus trachurus"
"11945" "Gasterosteus aculeatus" "Trachurus trachurus"
"11946" "Gilbertidia sigalutes" "Trachurus trachurus"
"11947" "Hemilepidotus hemilepidotus" "Trachurus trachurus"
"11948" "Hemilepidotus spinosus" "Trachurus trachurus"
"11949" "Hexagrammos decagrammus" "Trachurus trachurus"
"11950" "Lumpenella longirostris" "Trachurus trachurus"
"11951" "Lumpenus sagitta" "Trachurus trachurus"
"11952" "Merluccius productus" "Trachurus trachurus"
"11953" "Myctophum asperum" "Trachurus trachurus"
"11954" "Nototheniops larseni" "Trachurus trachurus"
"11955" "Oncorhynchus gorbuscha" "Trachurus trachurus"
"11956" "Oncorhynchus keta" "Trachurus trachurus"
"11957" "Ophiodon elongatus" "Trachurus trachurus"
"11958" "Pleuragramma antarcticum" "Trachurus trachurus"
"11959" "Psychrolutes paradoxus" "Trachurus trachurus"
"11960" "Rhamphocottus richardsoni" "Trachurus trachurus"
"11961" "Sebastes sp." "Trachurus trachurus"
"11962" "Theragra chalcogramma" "Trachurus trachurus"
"11963" "Agonus cataphractus" "Trisopterus luscus"
"11964" "Ammodytes sp." "Trisopterus luscus"
"11965" "Arctozenus risso" "Trisopterus luscus"
"11966" "Benthosema glaciale" "Trisopterus luscus"
"11967" "Bivalve" "Trisopterus luscus"
"11968" "Buglossidium luteum" "Trisopterus luscus"
"11969" "Callionymus lyra" "Trisopterus luscus"
"11970" "Callionymus maculatus" "Trisopterus luscus"
"11971" "Capros aper" "Trisopterus luscus"
"11972" "Ceratoscopelus maderensis" "Trisopterus luscus"
"11973" "Chaetognatha" "Trisopterus luscus"
"11974" "Clupeoid" "Trisopterus luscus"
"11975" "crustacean" "Trisopterus luscus"
"11976" "crustacean larva" "Trisopterus luscus"
"11977" "Deltentosteus quadrimaculatus" "Trisopterus luscus"
"11978" "Engraulis encrassicolus" "Trisopterus luscus"
